prompt,lang,expected_way,way_id,model,score
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-ai-knowledge-graph-system/kg/graph-accel,en,0.0676
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-ai-knowledge-graph-system/kg/web,en,0.0620
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/depscan/go,en,0.0619
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-ai-mcp-salesforce-cloud/release,en,0.0611
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-ai-knowledge-graph-system/kg/database,en,0.0597
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/comms,en,0.0578
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-ai-mcp-salesforce-cloud/mcp,en,0.0565
"help me write a new way for shell history search",en,meta/knowledge/authoring,itops/policy,en,0.0542
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain,en,0.0534
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/think,en,0.0510
"help me write a new way for shell history search",en,meta/knowledge/authoring,itops/proposals,en,0.0506
"help me write a new way for shell history search",en,meta/knowledge/authoring,workstation/shell/sshagent,en,0.0440
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-app-markdown-mixed-media/release,en,0.0436
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/quality,en,0.0430
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/performance,en,0.0428
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/knowledge/optimization,en,0.0414
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/environment,en,0.0403
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/knowledge/optimization/tuning,en,0.0354
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/trust/voice,en,0.0304
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-praecipio-ets-global/audit/project-context,en,0.0302
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/docs/standards,en,0.0292
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-app-github-manager/ops/lifecycle,en,0.0292
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-praecipio-platform-ops/ops/lifecycle,en,0.0292
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/trust/delegation,en,0.0272
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-ai-knowledge-graph-system/kg/schema,en,0.0271
"help me write a new way for shell history search",en,meta/knowledge/authoring,itops/incident,en,0.0262
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-praecipio-ets-global/atlassian/graph-discovery,en,0.0180
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/trust/autonomy,en,0.0164
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-ai-knowledge-graph-system/kg/devmode,en,0.0134
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-praecipio-platform-ops/ops/user-identity,en,0.0023
"help me write a new way for shell history search",en,meta/knowledge/authoring,-home-aaron-Projects-app-github-manager/ops/user-identity,en,0.0023
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/depscan/node,en,0.0011
"help me write a new way for shell history search",en,meta/knowledge/authoring,workstation/shell,multi,0.4916
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/repoaudit,multi,0.4460
"help me write a new way for shell history search",en,meta/knowledge/authoring,workstation/shell/shellrc,multi,0.4419
"help me write a new way for shell history search",en,meta/knowledge/authoring,workstation/shell/prompt,multi,0.3831
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/historysever,multi,0.3731
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/knowledge,multi,0.3636
"help me write a new way for shell history search",en,meta/knowledge/authoring,workstation/shell/tools,multi,0.3599
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/skills,multi,0.3447
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/tracking,multi,0.3320
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/intelligence,multi,0.3205
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/delivery/patches,multi,0.3173
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/delivery/migrations,multi,0.3092
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/sourceaudit,multi,0.3068
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/delivery/release,multi,0.3010
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/tasks/time,multi,0.3001
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/comms/recap,multi,0.2918
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/memory,multi,0.2916
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/environment,multi,0.2836
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/introspection,multi,0.2828
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/docs/readme,multi,0.2805
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/environment/deps,multi,0.2801
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/knowledge/optimization,multi,0.2784
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/depscan,multi,0.2782
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/docs/mermaid,multi,0.2610
"help me write a new way for shell history search",en,meta/knowledge/authoring,research,multi,0.2549
"help me write a new way for shell history search",en,meta/knowledge/authoring,itops/runbooks,multi,0.2532
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/performance,multi,0.2472
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/architecture/adr/migration,multi,0.2458
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/environment/debugging,multi,0.2425
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/calendar,multi,0.2413
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/architecture/adr,multi,0.2391
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/environment/config,multi,0.2332
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/visualization/diagrams,multi,0.2330
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/testing/mocking,multi,0.2318
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/environment/ssh,multi,0.2303
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/architecture/design,multi,0.2290
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/email,multi,0.2264
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/docs/docstrings,multi,0.2249
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/delivery/commits,multi,0.2240
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/delivery/github,multi,0.2234
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/errors,multi,0.2229
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/visualization/charts,multi,0.2185
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/briefing,multi,0.2180
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/depscan/rust,multi,0.2166
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/delivery/branching,multi,0.2165
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/architecture/adr-context,multi,0.2102
"help me write a new way for shell history search",en,meta/knowledge/authoring,workstation/shell/sshagent,multi,0.2098
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/knowledge/authoring/pii-free,multi,0.2078
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/depscan/node/lockfile,multi,0.2016
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/knowledge/optimization/tuning,multi,0.2015
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/delivery,multi,0.2012
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/knowledge/authoring/tool-agnostic,multi,0.2000
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/security/injection,multi,0.1970
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/architecture,multi,0.1911
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/project-health,multi,0.1880
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/trust/voice,multi,0.1854
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/docs,multi,0.1834
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/security,multi,0.1795
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/delivery/implement,multi,0.1780
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/tasks,multi,0.1727
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/automation,multi,0.1703
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/testing,multi,0.1688
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/security/secrets,multi,0.1624
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea,multi,0.1611
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/docs/standards,multi,0.1583
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/testing/tdd,multi,0.1535
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/depscan/go,multi,0.1511
"help me write a new way for shell history search",en,meta/knowledge/authoring,itops/policy,multi,0.1502
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/email/drafting,multi,0.1449
"help me write a new way for shell history search",en,meta/knowledge/authoring,writing,multi,0.1443
"help me write a new way for shell history search",en,meta/knowledge/authoring,workstation/shell/gitconfig,multi,0.1440
"help me write a new way for shell history search",en,meta/knowledge/authoring,itops/incident,multi,0.1408
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code,multi,0.1355
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/quality,multi,0.1354
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/think,multi,0.1278
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain,multi,0.1267
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/environment/makefile,multi,0.1198
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/depscan/python,multi,0.1138
"help me write a new way for shell history search",en,meta/knowledge/authoring,itops/proposals,multi,0.1119
"help me write a new way for shell history search",en,meta/knowledge/authoring,ea/comms,multi,0.1111
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/trust/delegation,multi,0.1078
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/visualization,multi,0.1069
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/security/auth,multi,0.1003
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/subagents,multi,0.0928
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/docs/api,multi,0.0869
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/code/supplychain/depscan/node,multi,0.0716
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/trust/autonomy,multi,0.0671
"help me write a new way for shell history search",en,meta/knowledge/authoring,softwaredev/architecture/threat-modeling,multi,0.0521
"help me write a new way for shell history search",en,meta/knowledge/authoring,meta/trust,multi,0.0501
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs,en,0.0748
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/release,en,0.0455
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/migrations,en,0.0413
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell/gitconfig,en,0.0403
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/comms,en,0.0348
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,itops/incident,en,0.0324
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,writing,en,0.0302
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs/readme,en,0.0274
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/introspection,en,0.0215
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell/sshagent,en,0.0194
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,-home-aaron-Projects-praecipio-platform-ops/ops/enterprise-cli,en,0.0188
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,-home-aaron-Projects-app-github-manager/ops/enterprise-cli,en,0.0188
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,-home-aaron-Projects-praecipio-ets-global/audit/prove-then-generalize,en,0.0174
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,-home-aaron-Projects-ai-knowledge-graph-system/kg/schema,en,0.0169
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/knowledge,en,0.0166
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs/docstrings,en,0.0151
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell/prompt,en,0.0126
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/commits,en,0.0085
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/email,en,0.0070
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/tracking,en,0.0057
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/knowledge/authoring/tool-agnostic,en,0.0014
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/commits,multi,0.5406
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/architecture/adr/migration,multi,0.5211
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/testing/mocking,multi,0.5207
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/introspection,multi,0.4815
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/sourceaudit,multi,0.4733
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/knowledge/authoring/tool-agnostic,multi,0.4682
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/think,multi,0.4565
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/knowledge,multi,0.4532
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/architecture/threat-modeling,multi,0.4406
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/knowledge/optimization/tuning,multi,0.4358
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/release,multi,0.4304
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/tracking,multi,0.4270
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/trust,multi,0.4257
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs,multi,0.4213
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/repoaudit,multi,0.4167
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/migrations,multi,0.4051
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/environment/config,multi,0.3940
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,itops/incident,multi,0.3926
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/security/auth,multi,0.3899
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/architecture/adr-context,multi,0.3883
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/environment/debugging,multi,0.3791
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/errors,multi,0.3775
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,research,multi,0.3726
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/trust/voice,multi,0.3692
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/knowledge/optimization,multi,0.3687
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/trust/autonomy,multi,0.3669
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/knowledge/authoring/pii-free,multi,0.3637
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/implement,multi,0.3627
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs/readme,multi,0.3580
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/historysever,multi,0.3481
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/testing/tdd,multi,0.3393
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/depscan/go,multi,0.3375
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,itops/policy,multi,0.3347
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/subagents,multi,0.3341
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/environment,multi,0.3276
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/environment/deps,multi,0.3246
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/architecture,multi,0.3238
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/email/drafting,multi,0.3222
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/architecture/adr,multi,0.3209
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery,multi,0.3201
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs/standards,multi,0.3193
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/visualization,multi,0.3181
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,itops/proposals,multi,0.3180
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/trust/delegation,multi,0.3175
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,writing,multi,0.3109
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/intelligence,multi,0.3053
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/security,multi,0.3047
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/quality,multi,0.3047
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/depscan,multi,0.2970
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/testing,multi,0.2870
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea,multi,0.2864
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs/mermaid,multi,0.2806
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell/tools,multi,0.2800
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/branching,multi,0.2799
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain,multi,0.2759
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/comms/recap,multi,0.2755
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/project-health,multi,0.2686
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/tasks,multi,0.2641
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code,multi,0.2608
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/memory,multi,0.2596
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell/prompt,multi,0.2572
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/visualization/diagrams,multi,0.2537
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/email,multi,0.2482
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/security/injection,multi,0.2469
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/comms,multi,0.2436
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/calendar,multi,0.2412
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/briefing,multi,0.2406
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,meta/skills,multi,0.2406
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/depscan/rust,multi,0.2390
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs/docstrings,multi,0.2385
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell,multi,0.2316
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/environment/makefile,multi,0.2287
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/performance,multi,0.2262
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,ea/tasks/time,multi,0.2252
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/patches,multi,0.2151
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/visualization/charts,multi,0.2123
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/architecture/design,multi,0.2115
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/security/secrets,multi,0.2104
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/depscan/python,multi,0.1862
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/depscan/node,multi,0.1826
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell/shellrc,multi,0.1713
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/docs/api,multi,0.1675
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/depscan/node/lockfile,multi,0.1636
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/delivery/github,multi,0.1609
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/code/supplychain/automation,multi,0.1483
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell/gitconfig,multi,0.1220
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,itops/runbooks,multi,0.0928
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,softwaredev/environment/ssh,multi,0.0701
"закоммитить изменения и запушить в origin",ru,softwaredev/delivery/commits,workstation/shell/sshagent,multi,0.0559
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,workstation/shell/prompt,en,0.1999
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/think,en,0.1286
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/quality,en,0.1271
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/delivery/commits,en,0.1121
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-platform-ops/ops/lifecycle,en,0.1045
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-github-manager/ops/lifecycle,en,0.1045
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/security/injection,en,0.1020
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,ea/comms,en,0.0994
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/delivery,en,0.0986
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/architecture/adr-context,en,0.0956
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,workstation/shell/gitconfig,en,0.0947
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/repoaudit,en,0.0837
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/delivery/migrations,en,0.0836
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code,en,0.0818
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/docs/standards,en,0.0809
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-github-manager/ops/safety,en,0.0780
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-platform-ops/ops/safety,en,0.0780
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-github-manager/dev/guidance,en,0.0772
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-platform-ops/dev/guidance,en,0.0772
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-github-manager/ops/cost-analysis,en,0.0771
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-platform-ops/ops/cost-analysis,en,0.0771
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,ea/tasks,en,0.0764
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/skills,en,0.0763
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,itops/runbooks,en,0.0762
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain,en,0.0709
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/environment/attend,en,0.0697
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-ai-mcp-atlassian-graph/collaboration/incremental-exploration,en,0.0673
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/tracking,en,0.0657
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-github-manager/ops/org-inventory,en,0.0657
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-platform-ops/ops/org-inventory,en,0.0657
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,ea/email,en,0.0636
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/knowledge,en,0.0620
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-ets-global/audit/prove-then-generalize,en,0.0620
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/testing,en,0.0619
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-github-manager/ops/repo-health,en,0.0611
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-platform-ops/ops/repo-health,en,0.0611
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/delivery/patches,en,0.0601
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,ea/tasks/time,en,0.0588
